cf1,cf2
0.837,0.697
0.830,0.605
0.814,0.472
0.785,0.303
0.742,0.124
0.663,0.037
0.616,0.002
0.581,0.000
0.556,0.000
0.527,0.000
0.512,0.000
0.511,0.000
0.504,0.000
0.474,0.000
0.433,0.000
0.400,0.022
0.395,0.085
0.496,0.212
0.515,0.347
0.515,0.484
0.527,0.575
0.548,0.550
0.569,0.530
0.586,0.572
0.584,0.603
0.550,0.562
0.512,0.444
0.456,0.284
0.350,0.125
0.289,0.041
0.270,0.002
0.249,0.000
0.266,0.000
0.276,0.000
0.296,0.000
0.310,0.000
0.308,0.000
0.303,0.000
0.298,0.000
0.267,0.026
0.235,0.090
0.200,0.200
0.177,0.321
0.164,0.448
0.143,0.562
0.122,0.653
0.104,0.627
0.092,0.480
0.086,0.297
0.076,0.189
0.062,0.127
0.044,0.082
0.029,0.037
0.021,0.009
0.013,0.000
0.006,0.000
0.018,0.000
0.045,0.000
0.069,0.000
0.088,0.000
0.095,0.000
0.094,0.000
0.101,0.000
0.109,0.006
0.107,0.021
0.107,0.057
0.106,0.156
0.108,0.323
0.108,0.478
0.125,0.549
0.141,0.528
0.161,0.439
0.240,0.343
0.373,0.309
0.481,0.308
0.536,0.240
0.616,0.131
0.660,0.047
0.696,0.002
0.717,0.000
0.747,0.000
0.758,0.000
0.726,0.000
0.673,0.000
0.630,0.000
0.633,0.000
0.599,0.000
0.606,0.017
0.538,0.071
0.508,0.165
0.633,0.315
0.742,0.336
0.725,0.306
0.667,0.278
0.630,0.278
0.578,0.354
0.524,0.320
0.474,0.234
0.381,0.213
0.339,0.187
0.260,0.099
0.240,0.029
0.273,0.000
0.313,0.000
0.332,0.000
0.359,0.000
0.401,0.000
0.461,0.000
0.497,0.000
0.508,0.000
0.512,0.000
0.529,0.004
0.459,0.022
0.415,0.059
0.415,0.103
0.414,0.113
0.413,0.145
0.407,0.190
0.389,0.193
0.376,0.120
0.409,0.118
0.379,0.207
0.341,0.276
0.341,0.239
0.399,0.140
0.385,0.051
0.389,0.004
0.357,0.000
0.314,0.000
0.323,0.000
0.342,0.000
0.307,0.000
0.282,0.000
0.225,0.000
0.222,0.000
0.218,0.012
0.211,0.059
0.214,0.123
0.185,0.179
0.179,0.209
0.170,0.236
0.164,0.249
0.149,0.277
0.125,0.260
0.108,0.193
0.086,0.140
0.071,0.110
0.082,0.062
0.133,0.027
0.262,0.009
0.398,0.000
0.498,0.000
0.619,0.000
0.633,0.000
0.683,0.000
0.733,0.000
0.741,0.000
0.747,0.000
0.699,0.000
0.652,0.016
0.663,0.062
0.696,0.151
0.723,0.341
0.755,0.544
0.789,0.587
0.832,0.518
0.894,0.480
0.932,0.431
0.942,0.511
0.937,0.565
0.927,0.448
0.912,0.292
0.910,0.133
0.922,0.043
0.904,0.004
0.890,0.000
0.882,0.000
0.855,0.000
0.827,0.000
0.806,0.000
0.791,0.000
0.763,0.000
0.721,0.000
0.675,0.022
0.627,0.092
0.665,0.212
0.682,0.380
0.659,0.462
0.638,0.479
0.633,0.446
0.633,0.459
0.617,0.367
0.578,0.332
0.524,0.347
0.458,0.275
0.382,0.186
0.273,0.118
0.177,0.043
0.137,0.002
0.130,0.000
0.125,0.000
0.108,0.000
0.091,0.000
0.069,0.000
0.049,0.000
0.029,0.000
0.015,0.000
0.010,0.016
0.008,0.067
0.019,0.139
0.036,0.186
0.059,0.241
0.088,0.282
0.131,0.327
0.198,0.331
0.269,0.312
0.330,0.285
0.389,0.289
0.453,0.257
0.503,0.195
0.532,0.117
0.593,0.049
0.622,0.004
0.646,0.000
0.649,0.000
0.649,0.000
0.646,0.000
0.639,0.000
0.652,0.000
0.675,0.000
0.692,0.000
0.683,0.031
0.694,0.093
0.691,0.223
0.652,0.333
0.584,0.415
0.505,0.537
0.453,0.570
0.430,0.558
0.428,0.509
0.475,0.445
0.526,0.366
0.481,0.270
0.427,0.181
0.389,0.104
0.356,0.041
0.310,0.003
0.291,0.000
0.278,0.000
0.260,0.000
0.261,0.000
0.264,0.000
0.266,0.000
0.255,0.000
0.225,0.000
0.186,0.029
0.152,0.088
0.133,0.172
0.116,0.246
0.119,0.316
0.153,0.384
0.214,0.428
0.278,0.457
0.327,0.469
0.350,0.443
0.355,0.392
0.356,0.324
0.359,0.225
0.335,0.124
0.291,0.044
0.310,0.002
0.341,0.000
0.342,0.000
0.321,0.000
0.298,0.000
0.280,0.000
0.267,0.000
0.259,0.000
0.223,0.000
0.169,0.017
0.162,0.069
0.224,0.144
0.216,0.238
0.176,0.325
0.126,0.400
0.087,0.476
0.056,0.474
0.030,0.431
0.015,0.376
0.014,0.416
0.019,0.379
0.030,0.260
0.072,0.133
0.147,0.047
0.212,0.003
0.245,0.000
0.248,0.000
0.239,0.000
0.237,0.000
0.234,0.000
0.231,0.000
0.249,0.000
0.238,0.000
0.224,0.026
0.258,0.090
0.280,0.219
0.274,0.394
0.265,0.527
0.260,0.622
0.263,0.673
0.268,0.697
0.268,0.692
0.262,0.647
0.255,0.566
0.243,0.444
0.240,0.291
0.232,0.134
0.216,0.041
0.209,0.006
0.238,0.000
0.235,0.000
0.239,0.000
0.276,0.000
0.297,0.000
0.324,0.000
0.326,0.000
0.319,0.000
0.291,0.029
0.274,0.087
0.301,0.190
0.265,0.353
0.225,0.459
0.193,0.522
0.174,0.563
0.167,0.594
0.157,0.590
0.142,0.532
0.124,0.411
0.100,0.289
0.073,0.199
0.048,0.115
0.033,0.047
0.023,0.005
0.019,0.000
0.021,0.000
0.026,0.000
0.031,0.000
0.035,0.000
0.038,0.000
0.040,0.000
0.046,0.000
0.055,0.033
0.056,0.094
0.073,0.221
0.099,0.344
0.128,0.415
0.152,0.448
0.173,0.453
0.186,0.463
0.201,0.481
0.225,0.478
0.253,0.443
0.280,0.373
0.313,0.268
0.345,0.133
0.357,0.049
0.361,0.006
0.376,0.000
0.379,0.000
0.380,0.000
0.383,0.000
0.383,0.000
0.386,0.000
0.377,0.000
0.368,0.000
0.341,0.030
0.381,0.087
0.401,0.244
0.383,0.400
0.368,0.556
0.366,0.667
0.380,0.731
0.407,0.748
0.435,0.674
0.469,0.597
0.495,0.539
0.504,0.422
0.496,0.249
0.484,0.126
0.465,0.048
0.484,0.006
0.498,0.000
0.472,0.000
0.469,0.000
0.474,0.000
0.499,0.000
0.485,0.000
0.454,0.000
0.418,0.000
0.416,0.032
0.438,0.094
0.563,0.210
0.609,0.317
0.612,0.323
0.603,0.345
0.599,0.449
0.606,0.526
0.622,0.473
0.633,0.427
0.644,0.308
0.674,0.267
0.700,0.182
0.687,0.101
0.671,0.039
0.678,0.003
0.682,0.000
0.671,0.000
0.648,0.000
0.616,0.000
0.574,0.000
0.540,0.000
0.517,0.000
0.496,0.000
0.469,0.011
0.524,0.048
0.603,0.097
0.601,0.153
0.563,0.218
0.519,0.320
0.498,0.410
0.483,0.393
0.473,0.349
0.484,0.294
0.469,0.270
0.411,0.261
0.348,0.204
0.283,0.098
0.217,0.022
0.178,0.000
0.156,0.000
0.129,0.000
0.097,0.000
0.076,0.000
0.062,0.000
0.051,0.000
0.035,0.000
0.022,0.000
0.014,0.009
0.011,0.032
0.014,0.072
0.022,0.097
0.025,0.123
0.022,0.169
0.017,0.231
0.011,0.286
0.005,0.300
0.003,0.321
0.005,0.305
0.013,0.283
0.034,0.242
0.066,0.147
0.113,0.055
0.152,0.009
0.176,0.000
0.178,0.000
0.170,0.000
0.162,0.000
0.151,0.000
0.139,0.000
0.124,0.000
0.106,0.000
0.085,0.025
0.058,0.076
0.042,0.147
0.032,0.248
0.029,0.360
0.028,0.476
0.028,0.537
0.029,0.527
0.032,0.517
0.034,0.499
0.038,0.475
0.046,0.417
0.053,0.293
0.051,0.144
0.046,0.051
0.043,0.008
0.048,0.000
0.059,0.000
0.072,0.000
0.081,0.000
0.086,0.000
0.090,0.000
0.095,0.000
0.104,0.000
0.110,0.022
0.104,0.075
0.143,0.156
0.173,0.221
0.190,0.283
0.202,0.412
0.217,0.527
0.244,0.532
0.267,0.651
0.247,0.658
0.185,0.574
0.135,0.455
0.107,0.302
0.110,0.142
0.168,0.050
0.260,0.007
0.341,0.000
0.371,0.000
0.366,0.000
0.378,0.000
0.390,0.000
0.465,0.000
0.455,0.000
0.435,0.000
0.449,0.032
0.468,0.090
0.551,0.203
0.629,0.368
0.647,0.485
0.643,0.588
0.636,0.658
0.618,0.695
0.577,0.704
0.520,0.663
0.459,0.576
0.410,0.455
0.375,0.296
0.327,0.139
0.264,0.042
0.266,0.007
0.308,0.000
0.324,0.000
0.350,0.000
0.379,0.000
0.382,0.000
0.395,0.000
0.396,0.000
0.388,0.000
0.327,0.028
0.272,0.082
0.341,0.244
0.362,0.400
0.333,0.531
0.300,0.634
0.266,0.700
0.237,0.724
0.213,0.713
0.191,0.659
0.179,0.566
0.175,0.449
0.167,0.302
0.147,0.135
0.114,0.036
0.107,0.007
0.115,0.000
0.126,0.000
0.142,0.000
0.168,0.000
0.186,0.000
0.202,0.000
0.216,0.000
0.238,0.001
0.218,0.033
0.230,0.089
0.319,0.208
0.362,0.371
0.371,0.535
0.384,0.640
0.410,0.690
0.419,0.675
0.407,0.603
0.386,0.573
0.360,0.515
0.339,0.413
0.313,0.281
0.274,0.138
0.239,0.050
0.280,0.006
0.331,0.000
0.343,0.000
0.329,0.000
0.341,0.000
0.334,0.000
0.327,0.000
0.318,0.000
0.319,0.000
0.275,0.033
0.262,0.090
0.278,0.232
0.264,0.374
0.248,0.525
0.228,0.642
0.214,0.708
0.203,0.735
0.205,0.718
0.224,0.664
0.252,0.579
0.273,0.457
0.283,0.277
0.263,0.136
0.232,0.048
0.213,0.008
0.225,0.000
0.248,0.000
0.262,0.000
0.262,0.000
0.262,0.000
0.258,0.000
0.244,0.000
0.218,0.001
0.156,0.031
0.111,0.084
0.087,0.255
0.069,0.428
0.054,0.556
0.043,0.647
0.034,0.684
0.030,0.670
0.032,0.577
0.040,0.582
0.053,0.476
0.066,0.310
0.072,0.175
0.075,0.109
0.072,0.049
0.077,0.007
0.096,0.000
0.115,0.000
0.119,0.000
0.118,0.000
0.118,0.000
0.094,0.000
0.068,0.000
0.090,0.000
0.107,0.014
0.095,0.058
0.105,0.177
0.121,0.236
0.122,0.250
0.124,0.204
0.135,0.198
0.155,0.237
0.165,0.225
0.170,0.186
0.164,0.175
0.170,0.139
0.196,0.078
0.237,0.032
0.305,0.013
0.353,0.004
0.351,0.000
0.321,0.000
0.325,0.000
0.339,0.000
0.362,0.000
0.364,0.000
0.353,0.000
0.329,0.000
0.280,0.006
0.234,0.028
0.224,0.052
0.181,0.103
0.164,0.131
0.225,0.141
0.323,0.160
0.417,0.163
0.471,0.168
0.507,0.192
0.478,0.175
0.434,0.127
0.395,0.116
0.378,0.088
0.344,0.049
0.316,0.007
0.319,0.000
0.351,0.000
0.394,0.000
0.423,0.000
0.447,0.000
0.407,0.000
0.413,0.000
0.327,0.000
0.232,0.034
0.148,0.092
0.103,0.219
0.072,0.360
0.052,0.495
0.044,0.604
0.043,0.683
0.046,0.672
0.059,0.616
0.087,0.492
0.122,0.272
0.151,0.228
0.163,0.189
0.152,0.130
0.135,0.049
0.163,0.008
0.218,0.000
0.225,0.000
0.207,0.000
0.196,0.000
0.205,0.000
0.223,0.000
0.221,0.000
0.216,0.001
0.167,0.035
0.133,0.091
0.163,0.169
0.178,0.265
0.175,0.382
0.174,0.544
0.177,0.652
0.178,0.650
0.179,0.571
0.181,0.435
0.184,0.422
0.188,0.325
0.198,0.204
0.204,0.120
0.214,0.048
0.258,0.005
0.283,0.000
0.265,0.000
0.248,0.000
0.241,0.000
0.231,0.000
0.217,0.000
0.209,0.000
0.191,0.000
0.142,0.031
0.108,0.083
0.125,0.235
0.151,0.390
0.176,0.532
0.214,0.629
0.235,0.693
0.245,0.713
0.253,0.664
0.269,0.599
0.306,0.492
0.351,0.338
0.386,0.219
0.384,0.125
0.351,0.045
0.327,0.007
0.332,0.000
0.323,0.000
0.322,0.000
0.325,0.000
0.336,0.000
0.352,0.000
0.358,0.000
0.339,0.000
0.278,0.032
0.209,0.082
0.243,0.159
0.294,0.260
0.339,0.386
0.366,0.526
0.383,0.657
0.397,0.693
0.418,0.687
0.443,0.638
0.462,0.551
0.471,0.431
0.466,0.283
0.449,0.131
0.459,0.048
0.447,0.007
0.509,0.000
0.532,0.000
0.534,0.000
0.541,0.000
0.545,0.000
0.540,0.000
0.527,0.000
0.521,0.000
0.488,0.029
0.468,0.087
0.585,0.190
0.597,0.301
0.616,0.405
0.625,0.504
0.627,0.595
0.625,0.684
0.626,0.705
0.627,0.673
0.610,0.591
0.540,0.466
0.435,0.309
0.331,0.142
0.260,0.037
0.240,0.007
0.230,0.000
0.217,0.000
0.198,0.000
0.162,0.000
0.125,0.000
0.094,0.000
0.070,0.000
0.061,0.000
0.059,0.030
0.059,0.082
0.080,0.225
0.092,0.401
0.110,0.542
0.125,0.644
0.138,0.682
0.149,0.626
0.156,0.595
0.170,0.634
0.191,0.579
0.221,0.450
0.214,0.274
0.188,0.133
0.202,0.044
0.254,0.007
0.339,0.000
0.384,0.000
0.424,0.000
0.548,0.000
0.570,0.000
0.563,0.000
0.581,0.000
0.576,0.000
0.548,0.029
0.565,0.080
0.635,0.235
0.664,0.390
0.686,0.452
0.686,0.524
0.697,0.620
0.714,0.700
0.707,0.717
0.709,0.656
0.720,0.570
0.723,0.423
0.704,0.228
0.684,0.104
0.593,0.030
0.561,0.003
0.571,0.000
0.605,0.000
0.622,0.000
0.639,0.000
0.629,0.000
0.602,0.000
0.592,0.000
0.546,0.000
0.517,0.031
0.549,0.086
0.618,0.211
0.618,0.344
0.588,0.518
0.533,0.590
0.471,0.682
0.418,0.692
0.381,0.681
0.339,0.632
0.301,0.553
0.280,0.442
0.278,0.293
0.281,0.139
0.255,0.044
0.243,0.005
0.247,0.000
0.235,0.000
0.238,0.000
0.223,0.000
0.217,0.000
0.203,0.000
0.194,0.000
0.186,0.000
0.153,0.027
0.131,0.080
0.131,0.187
0.114,0.328
0.105,0.465
0.104,0.572
0.105,0.616
0.105,0.642
0.100,0.621
0.095,0.619
0.096,0.539
0.102,0.412
0.112,0.232
0.119,0.121
0.121,0.048
0.131,0.006
0.130,0.000
0.112,0.000
0.092,0.000
0.074,0.000
0.062,0.000
0.054,0.000
0.050,0.000
0.048,0.000
0.041,0.028
0.034,0.086
0.032,0.200
0.030,0.354
0.028,0.529
0.023,0.622
0.018,0.668
0.016,0.663
0.018,0.654
0.024,0.592
0.034,0.511
0.049,0.409
0.069,0.274
0.089,0.137
0.107,0.045
0.135,0.006
0.153,0.000
0.130,0.000
0.096,0.000
0.080,0.000
0.079,0.000
0.086,0.000
0.096,0.000
0.101,0.000
0.088,0.027
0.064,0.076
0.078,0.241
0.105,0.366
0.141,0.415
0.185,0.420
0.235,0.411
0.285,0.436
0.322,0.506
0.335,0.552
0.317,0.510
0.292,0.418
0.268,0.274
0.243,0.136
0.208,0.045
0.194,0.006
0.219,0.000
0.232,0.000
0.241,0.000
0.237,0.000
0.227,0.000
0.209,0.000
0.195,0.000
0.186,0.000
0.157,0.030
0.151,0.082
0.190,0.218
0.235,0.361
0.278,0.477
0.301,0.607
0.317,0.693
0.332,0.730
0.351,0.712
0.367,0.662
0.347,0.569
0.344,0.441
0.376,0.297
0.402,0.135
0.352,0.040
0.320,0.006
0.327,0.000
0.311,0.000
0.253,0.000
0.195,0.000
0.169,0.000
0.157,0.000
0.157,0.000
0.158,0.000
0.137,0.028
0.131,0.090
0.116,0.193
0.094,0.270
0.074,0.339
0.058,0.375
0.046,0.428
0.041,0.490
0.042,0.524
0.053,0.502
0.076,0.443
0.106,0.345
0.133,0.235
0.162,0.127
0.185,0.048
0.214,0.003
0.235,0.000
0.209,0.000
0.176,0.000
0.162,0.000
0.150,0.000
0.142,0.000
0.153,0.000
0.170,0.000
0.155,0.019
0.158,0.062
0.184,0.113
0.162,0.129
0.128,0.141
0.100,0.188
0.083,0.293
0.072,0.379
0.062,0.389
0.056,0.347
0.052,0.282
0.047,0.223
0.046,0.170
0.054,0.107
0.074,0.047
0.114,0.005
0.138,0.000
0.143,0.000
0.149,0.000
0.141,0.000
0.122,0.000
0.129,0.000
0.135,0.000
0.145,0.000
0.142,0.025
0.111,0.082
0.079,0.195
0.071,0.343
0.070,0.504
0.065,0.572
0.063,0.627
0.063,0.637
0.058,0.599
0.049,0.556
0.051,0.488
0.052,0.363
0.054,0.248
0.052,0.131
0.048,0.045
0.054,0.005
0.066,0.000
0.088,0.000
0.114,0.000
0.142,0.000
0.165,0.000
0.179,0.000
0.190,0.000
0.195,0.000
0.176,0.029
0.145,0.080
0.185,0.205
0.206,0.329
0.196,0.449
0.189,0.564
0.187,0.656
0.196,0.708
0.210,0.689
0.225,0.631
0.230,0.552
0.223,0.446
0.210,0.291
0.187,0.134
0.171,0.044
0.195,0.003
0.227,0.000
0.251,0.000
0.269,0.000
0.260,0.000
0.241,0.000
0.243,0.000
0.238,0.000
0.221,0.000
0.189,0.015
0.153,0.050
0.130,0.122
0.139,0.223
0.170,0.451
0.198,0.457
0.215,0.372
0.255,0.517
0.295,0.554
0.327,0.347
0.324,0.235
0.291,0.169
0.269,0.117
0.246,0.061
0.246,0.024
0.321,0.000
0.392,0.000
0.456,0.000
0.425,0.000
0.380,0.000
0.303,0.000
0.268,0.000
0.263,0.000
0.248,0.000
0.211,0.028
0.234,0.081
0.230,0.199
0.198,0.339
0.187,0.511
0.186,0.577
0.186,0.664
0.207,0.589
0.238,0.644
0.268,0.618
0.298,0.518
0.318,0.412
0.319,0.256
0.303,0.133
0.257,0.042
0.283,0.004
0.338,0.000
0.371,0.000
0.333,0.000
0.352,0.000
0.357,0.000
0.352,0.000
0.372,0.000
0.384,0.000
0.373,0.026
0.371,0.073
0.339,0.218
0.329,0.368
0.319,0.518
0.341,0.588
0.357,0.662
0.349,0.649
0.322,0.644
0.311,0.595
0.298,0.528
0.291,0.373
0.295,0.281
0.308,0.129
0.250,0.043
0.214,0.003
0.223,0.000
0.242,0.000
0.246,0.000
0.235,0.000
0.218,0.000
0.227,0.000
0.248,0.000
0.240,0.000
0.193,0.023
0.197,0.079
0.207,0.185
0.198,0.343
0.191,0.492
0.175,0.583
0.163,0.682
0.155,0.724
0.147,0.722
0.141,0.663
0.141,0.558
0.143,0.417
0.144,0.269
0.141,0.131
0.136,0.039
0.143,0.003
0.148,0.000
0.138,0.000
0.129,0.000
0.116,0.000
0.104,0.000
0.089,0.000
0.073,0.000
0.060,0.000
0.052,0.023
0.055,0.066
0.065,0.230
0.069,0.399
0.072,0.542
0.072,0.647
0.068,0.711
0.060,0.737
0.053,0.723
0.049,0.669
0.049,0.577
0.054,0.429
0.064,0.254
0.080,0.106
0.105,0.033
0.150,0.001
0.193,0.000
0.216,0.000
0.225,0.000
0.218,0.000
0.208,0.000
0.199,0.000
0.187,0.000
0.179,0.000
0.153,0.027
0.106,0.080
0.101,0.200
0.092,0.324
0.084,0.427
0.085,0.589
0.094,0.688
0.107,0.660
0.117,0.558
0.115,0.395
0.110,0.310
0.098,0.248
0.082,0.199
0.066,0.111
0.059,0.038
0.059,0.001
0.051,0.000
0.051,0.000
0.064,0.000
0.081,0.000
0.087,0.000
0.089,0.000
0.090,0.000
0.090,0.000
0.088,0.026
0.077,0.075
0.086,0.223
0.104,0.380
0.116,0.457
0.122,0.493
0.127,0.616
0.130,0.698
0.144,0.670
0.171,0.541
0.188,0.260
0.199,0.222
0.210,0.249
0.205,0.125
0.196,0.026
0.189,0.000
0.225,0.000
0.274,0.000
0.298,0.000
0.314,0.000
0.345,0.000
0.374,0.000
0.389,0.000
0.401,0.000
0.428,0.001
0.451,0.009
0.485,0.040
0.608,0.121
0.674,0.187
0.635,0.266
0.537,0.365
0.440,0.424
0.395,0.513
0.390,0.549
0.404,0.486
0.409,0.406
0.367,0.280
0.357,0.125
0.334,0.031
0.350,0.000
0.360,0.000
0.358,0.000
0.382,0.000
0.400,0.000
0.395,0.000
0.380,0.000
0.376,0.000
0.384,0.000
0.320,0.026
0.325,0.080
0.440,0.188
0.481,0.302
0.492,0.377
0.516,0.526
0.539,0.562
0.560,0.461
0.570,0.384
0.559,0.354
0.520,0.448
0.462,0.408
0.389,0.253
0.291,0.098
0.219,0.020
0.193,0.000
0.184,0.000
0.172,0.000
0.155,0.000
0.141,0.000
0.119,0.000
0.097,0.000
0.085,0.000
0.086,0.000
0.096,0.011
0.096,0.059
0.118,0.157
0.169,0.326
0.236,0.489
0.312,0.576
0.368,0.630
0.285,0.628
0.170,0.596
0.126,0.576
0.128,0.465
0.128,0.352
0.131,0.222
0.145,0.108
0.175,0.032
0.212,0.000
0.222,0.000
0.207,0.000
0.295,0.000
0.431,0.000
0.536,0.000
0.651,0.000
0.538,0.000
0.389,0.000
0.280,0.022
0.209,0.073
0.224,0.204
0.248,0.358
0.292,0.499
0.313,0.592
0.306,0.646
0.286,0.663
0.300,0.656
0.345,0.642
0.373,0.554
0.357,0.433
0.318,0.268
0.234,0.100
0.189,0.038
0.197,0.001
0.250,0.000
0.297,0.000
0.320,0.000
0.338,0.000
0.347,0.000
0.339,0.000
0.328,0.000
0.325,0.000
0.310,0.006
0.309,0.063
0.325,0.172
0.368,0.229
0.509,0.195
0.610,0.252
0.664,0.346
0.737,0.262
0.860,0.203
0.849,0.140
0.775,0.143
0.686,0.196
0.641,0.139
0.646,0.043
0.628,0.021
0.548,0.001
0.466,0.000
0.443,0.000
0.529,0.000
0.653,0.000
0.745,0.000
0.788,0.000
0.783,0.000
0.735,0.000
0.732,0.021
0.765,0.067
0.812,0.205
0.840,0.326
0.895,0.440
0.903,0.539
0.897,0.576
0.889,0.600
0.883,0.618
0.877,0.575
0.845,0.466
0.808,0.347
0.762,0.229
0.727,0.114
0.682,0.034
0.657,0.000
0.652,0.000
0.657,0.000
0.677,0.000
0.668,0.000
0.659,0.000
0.619,0.000
0.596,0.000
0.557,0.000
0.509,0.022
0.465,0.072
0.533,0.214
0.631,0.369
0.688,0.466
0.711,0.545
0.699,0.570
0.668,0.517
0.645,0.418
0.626,0.346
0.579,0.273
0.463,0.169
0.345,0.093
0.288,0.046
0.290,0.014
0.306,0.000
0.291,0.000
0.276,0.000
0.274,0.000
0.268,0.000
0.276,0.000
0.320,0.000
0.336,0.000
0.320,0.000
0.286,0.015
0.233,0.044
0.301,0.078
0.363,0.106
0.321,0.164
0.308,0.229
0.345,0.297
0.300,0.225
0.235,0.172
0.211,0.185
0.151,0.124
0.111,0.084
0.102,0.068
0.116,0.082
0.148,0.041
0.223,0.000
0.320,0.000
0.392,0.000
0.402,0.000
0.440,0.000
0.543,0.000
0.613,0.000
0.664,0.000
0.674,0.000
0.719,0.009
0.772,0.049
0.762,0.109
0.772,0.194
0.749,0.282
0.715,0.447
0.729,0.576
0.753,0.650
0.765,0.618
0.765,0.562
0.749,0.454
0.721,0.341
0.711,0.230
0.728,0.112
0.733,0.031
0.724,0.000
0.716,0.000
0.706,0.000
0.696,0.000
0.680,0.000
0.660,0.000
0.642,0.000
0.633,0.000
0.643,0.000
0.630,0.017
0.622,0.063
0.632,0.209
0.618,0.368
0.588,0.515
0.549,0.623
0.513,0.693
0.490,0.709
0.465,0.700
0.439,0.650
0.417,0.554
0.390,0.428
0.344,0.275
0.275,0.122
0.265,0.032
0.272,0.000
0.253,0.000
0.218,0.000
0.183,0.000
0.166,0.000
0.149,0.000
0.127,0.000
0.115,0.000
0.104,0.000
0.087,0.017
0.061,0.060
0.054,0.212
0.061,0.377
0.071,0.520
0.085,0.628
0.094,0.692
0.089,0.718
0.079,0.705
0.076,0.631
0.077,0.539
0.086,0.397
0.105,0.241
0.116,0.118
0.126,0.031
0.144,0.000
0.150,0.000
0.162,0.000
0.180,0.000
0.198,0.000
0.212,0.000
0.222,0.000
0.224,0.000
0.223,0.000
0.216,0.015
0.198,0.071
0.207,0.176
0.210,0.312
0.199,0.414
0.191,0.474
0.199,0.598
0.216,0.601
0.247,0.512
0.280,0.342
0.305,0.222
0.319,0.143
0.312,0.084
0.268,0.041
0.200,0.014
0.205,0.000
0.225,0.000
0.212,0.000
0.196,0.000
0.182,0.000
0.170,0.000
0.157,0.000
0.145,0.000
0.128,0.000
0.107,0.004
0.086,0.031
0.080,0.073
0.085,0.152
0.094,0.273
0.100,0.474
0.098,0.576
0.085,0.593
0.071,0.548
0.060,0.435
0.054,0.362
0.055,0.287
0.060,0.182
0.067,0.087
0.085,0.019
0.111,0.000
0.131,0.000
0.147,0.000
0.151,0.000
0.149,0.000
0.145,0.000
0.141,0.000
0.139,0.000
0.142,0.000
0.143,0.010
0.130,0.064
0.156,0.188
0.185,0.355
0.203,0.466
0.223,0.568
0.241,0.622
0.256,0.645
0.268,0.707
0.284,0.653
0.299,0.546
0.298,0.409
0.280,0.259
0.245,0.109
0.201,0.023
0.196,0.000
0.212,0.000
0.221,0.000
0.226,0.000
0.225,0.000
0.219,0.000
0.210,0.000
0.193,0.000
0.173,0.000
0.152,0.007
0.122,0.052
0.113,0.136
0.104,0.225
0.100,0.284
0.097,0.386
0.096,0.476
0.097,0.533
0.106,0.560
0.124,0.604
0.144,0.475
0.155,0.396
0.158,0.256
0.157,0.116
0.149,0.029
0.146,0.000
0.153,0.000
0.157,0.000
0.155,0.000
0.163,0.000
0.169,0.000
0.164,0.000
0.154,0.000
0.137,0.000
0.115,0.008
0.076,0.055
0.056,0.147
0.041,0.292
0.029,0.423
0.018,0.528
0.010,0.593
0.003,0.655
0.002,0.701
0.002,0.639
0.002,0.547
0.004,0.414
0.014,0.249
0.024,0.095
0.044,0.025
0.071,0.000
0.081,0.000
0.088,0.000
0.111,0.000
0.148,0.000
0.184,0.000
0.209,0.000
0.218,0.000
0.215,0.000
0.195,0.006
0.123,0.050
0.107,0.158
0.115,0.314
0.115,0.398
0.114,0.435
0.113,0.368
0.113,0.346
0.113,0.476
0.118,0.537
0.125,0.350
0.131,0.172
0.141,0.084
0.160,0.037
0.229,0.010
0.304,0.000
0.324,0.000
0.280,0.000
0.268,0.000
0.270,0.000
0.258,0.000
0.254,0.000
0.237,0.000
0.230,0.000
0.234,0.002
0.209,0.025
0.208,0.058
0.219,0.116
0.242,0.177
0.278,0.245
0.342,0.266
0.398,0.275
0.440,0.370
0.450,0.531
0.421,0.552
0.407,0.429
0.430,0.274
0.463,0.117
0.465,0.027
0.457,0.000
0.425,0.000
0.414,0.000
0.412,0.000
0.354,0.000
0.308,0.000
0.286,0.000
0.260,0.000
0.252,0.000
0.245,0.009
0.202,0.055
0.226,0.185
0.255,0.323
0.286,0.437
0.313,0.542
0.342,0.600
0.376,0.561
0.380,0.547
0.362,0.560
0.357,0.506
0.321,0.418
0.239,0.266
0.187,0.111
0.195,0.024
0.205,0.000
0.207,0.000
0.228,0.000
0.248,0.000
0.220,0.000
0.214,0.000
0.209,0.000
0.225,0.000
0.252,0.000
0.277,0.008
0.289,0.056
0.391,0.177
0.443,0.359
0.482,0.509
0.515,0.614
0.552,0.671
0.593,0.688
0.623,0.670
0.633,0.617
0.578,0.504
0.502,0.355
0.435,0.231
0.448,0.094
0.480,0.020
0.475,0.000
0.453,0.000
0.430,0.000
0.370,0.000
0.354,0.000
0.377,0.000
0.350,0.000
0.305,0.000
0.278,0.000
0.257,0.004
0.241,0.047
0.261,0.126
0.283,0.244
0.276,0.399
0.260,0.461
0.247,0.584
0.262,0.636
0.302,0.645
0.336,0.600
0.332,0.477
0.299,0.345
0.240,0.210
0.184,0.092
0.154,0.020
0.157,0.000
0.162,0.000
0.153,0.000
0.138,0.000
0.132,0.000
0.133,0.000
0.140,0.000
0.143,0.000
0.144,0.000
0.139,0.005
0.106,0.053
0.093,0.172
0.092,0.330
0.102,0.499
0.116,0.594
